MMP1	1.1412889
CDC25B	1.6979246
EPHB2	-0.75691831
CHEK1	-0.044020779
PDGFA	0.78707528
CXCL2	0.59446967
HLA-DRA	0.81510806
GNA15	-1.1694598
RALGDS	-0.31255865
SATB1	-0.37473127
PFKL	0.60503137
GRB7	-1.7438467
MAPKAPK2	1.0463381
MKNK1	-0.79943538
HSPA1A	0.6733979
PLCB3	1.2191381
PLK1	0.74016386
MYLK	-0.42707315
FGFR4	-0.020433009
CDKN2A	-0.24673535
CDKN1B	0.89926255
GAPDH	-0.089198157
CISD1	-1.3000565
SPDEF	-1.0018804
IGF1R	-0.25026691
GSTM2	-0.11624291
SPTLC2	0.22951993
TSKU	1.0816691
TMEM2	1.1151125
SLC2A6	-1.0792019
EZH2	0.13837607
ICAM3	0.55350661
PHKG2	-0.7639662
KDM5B	0.28603432
COG4	0.84828705
MCM3	-1.9636689
SNX13	-1.099508
PAK4	0.3297711
DPH2	0.86776364
SNX6	0.37000549
WIPF2	1.2114599
NENF	0.84020257
RPN1	0.46905443
C2CD2L	0.70094991
GABPB1	0.21794394
POLR2K	-0.3600809
PAF1	-1.6375065
POLR1C	-0.78787804
RUVBL1	0.15712677
AKT1	1.2490225
SENP6	-0.54717171
EBP	0.55163157
CASK	0.96436346
RRP8	1.5644453
BHLHE40	-0.4027372
BDH1	0.58028233
SH3BP5	-1.1502825
PPP2R5A	-0.40079629
EML3	0.85062379
BIRC5	0.98599696
EPRS	1.2364717
PAX8	1.0745997
PDS5A	0.58097452
XBP1	0.10315043
NMT1	-0.39761281
ARFIP2	0.6062777
STAMBP	0.27393606
FAH	0.099253647
PLP2	-0.99162817
SOX4	0.36633569
TESK1	-1.8083789
HN1L	0.28019193
RRAGA	0.48328054
ELOVL6	0.17102289
ACBD3	0.78868747
PMAIP1	-0.61263233
TWF2	1.4665568
HDAC6	1.7218717
PXN	0.41327059
PHKB	0.62049627
CASC3	1.2589598
MLEC	0.48905736
USP22	1.0502568
TMED10	0.38621509
CHERP	0.89171231
TRAPPC6A	-1.0299393
ATP2C1	0.48821002
USP14	-0.55032295
APPBP2	-1.0406049
ECH1	-0.51707721
HDAC2	0.068720944
MRPL19	0.2034862
CSNK2A2	-0.91604614
KIAA0100	1.8431513
PAICS	0.56668365
CDK2	-0.35565689
KIAA0494	-0.85112232
WRB	0.79177421
ETFB	1.3226063
CAMSAP2	-1.1336613
ARNT2	-0.94964141
SPAG7	0.85821903
MAPK1IP1L	0.37259221
MSH6	-0.1691114
UBE2C	0.6950382
HS2ST1	0.18742481
TXLNA	0.28709418
DNAJB1	0.43234262
TOPBP1	-1.558563
ABCF1	-1.1008883
LGMN	0.25459084
MBTPS1	-0.3696838
ZNF274	0.55284333
CLIC4	1.18129
HSD17B10	0.92857611
STX1A	1.7849534
CCNA2	0.85378486
SDHB	0.73307729
FOXO4	1.7290668
TOMM34	0.86140096
KIAA0907	1.088038
HK1	0.51877981
PAPD7	-1.8026924
PLOD3	1.1945598
TRAK2	0.099822909
VAPB	1.1778038
BUB1B	-1.1061447
MRPL12	0.77462387
PNP	-0.83673418
USP1	1.2699078
RPA1	1.7423289
KLHDC2	-0.36767989
SCARB1	0.27577588
TPM1	-0.39708382
TM9SF2	0.855546
NUP88	0.36007291
FUT1	-1.1172411
PRUNE	0.77941978
SYPL1	0.53990829
ZNF451	0.69765437
TRIM13	-0.64959228
FBXO7	-0.14294681
ENOSF1	1.7795168
LIG1	0.68505442
GNB5	1.0061977
INSIG1	-0.86967045
HIST2H2BE	-1.4298682
S100A4	0.5144704
KTN1	-0.16169821
ARHGAP1	0.30039042
LPAR2	-0.89973009
COASY	0.83585578
ATMIN	0.83867383
CASP3	0.38796079
NISCH	0.6321038
CPSF4	-0.3138738
COPB2	1.338702
GADD45A	-0.45028123
SMNDC1	-0.2785359
NUDCD3	0.9812094
HMGCR	-0.36811435
SLC35B1	0.9561888
TIMP2	-1.1189128
LSM6	-0.020485938
SACM1L	0.99947488
TCERG1	1.007658
KIAA0196	-0.97240138
DNM1	1.3961979
DDIT4	2.3336494
ALAS1	-0.10091291
PAFAH1B1	-0.55420518
PSRC1	-0.77214468
RBM15B	-0.17555603
TOMM70A	0.19109792
CBR1	0.4735488
PRKCD	2.081774
JUN	-1.2604644
TMEM50A	0.32860789
SCCPDH	1.5897931
TSC22D3	0.050246209
TFAP2A	-1.2341032
ZNF395	-1.3597138
VPS72	-0.92133248
CLSTN1	0.69684267
MAPK9	-0.94505572
POP4	0.24401402
NFE2L2	-0.79120934
BLCAP	0.5936026
FAM20B	-0.01831048
CRKL	-1.0929208
ZNF318	-0.69148695
FDFT1	-0.1201141
TRAP1	0.28368592
GTF2A2	-0.40653726
MTFR1	-1.2865574
UBE2A	0.6327337
NIT1	-0.86255634
SYNGR3	2.1521759
STK25	0.4185347
ABCF3	1.2267835
FCHO1	-0.54284608
OXSR1	-0.058843881
SMARCC1	0.41105828
GLOD4	0.91194701
IL4R	-0.89525127
KIT	-0.97159183
PSMG1	0.17978609
TMEM97	0.31487226
LRRC41	-0.80952501
KIAA1279	-0.20340142
TCEAL4	-0.082927212
NUP133	-0.6679787
NUP62	0.68057418
MALT1	0.043269362
YKT6	0.77101153
KIF2C	1.3032161
NNT	1.7763673
IQGAP1	-0.88323104
HSPA4	-1.3210229
TOP2A	1.0846632
B3GNT1	0.86695337
SCP2	0.42868006
RAD9A	2.0272403
DRAP1	0.88578898
PCMT1	0.82707334
MYC	-2.8783937
POLB	-0.8842324
CETN3	0.59073091
SMC4	1.0624692
SMARCD2	1.8180478
MPZL1	0.64206982
EBNA1BP2	0.40645963
TATDN2	0.74966264
LRPAP1	1.2351093
TBPL1	0.63657963
RAE1	0.98542786
CDK1	-0.1476558
SLC35A1	-0.96860242
NIPSNAP1	0.51272297
BCL7B	0.79912341
TIMELESS	0.42832154
DHX29	-0.19668442
TCEA2	-0.76610315
FHL2	-0.073343962
FKBP4	-1.7643683
KAT6A	0.19854587
MAP3K4	1.5174458
ZFP36	-1.0378735
INPP1	0.60356641
EPB41L2	1.2371309
GNAI2	1.3862859
TSTA3	-0.20369272
DNMT1	-0.47878265
RAB27A	-1.1581111
DDR1	0.02264151
LPGAT1	1.1262053
DUSP11	-0.78419292
TP53BP2	-2.8922539
CDKN1A	0.63775218
TJP1	0.40136045
ABCB6	0.31965595
MTHFD2	0.33955199
PRAF2	1.2901583
DNTTIP2	0.26828435
HTATSF1	-2.9913137
NCAPD2	-0.5748449
TMEM109	0.81893599
NUP93	0.095227927
PLA2G15	0.82443571
PIP4K2B	1.0718365
MYCBP2	-0.82896638
PGRMC1	0.98002267
AARS	0.17488645
GPC1	-0.54392487
ELAC2	0.97629857
PLSCR1	-0.53491664
CTSL1	1.0286521
CTSD	-0.24699095
ARHGEF2	1.0735235
ILK	0.10109422
NFIL3	0.071804553
ARL4C	-1.0298458
CPNE3	0.030889541
SCRN1	-0.28689
MAN2B1	1.7867465
DCTD	1.1079714
MBNL1	0.29607111
MYCBP	0.59890503
PTPN1	-0.35497382
BRP44	-1.2515136
ECD	0.29122296
CIRBP	1.0295895
PRSS23	-0.74788177
P4HA2	0.67445242
ATP6V0B	0.070189297
CAPN1	-0.23289837
STXBP1	1.2958863
ITGB5	0.49106598
SLC11A2	0.10108797
PDIA5	0.94606441
RAP1GAP	-0.78576887
NOLC1	0.3284035
CAT	-0.34083995
DUSP14	0.58779877
TRIB1	-0.77980423
TP53BP1	-0.16836536
BECN1	0.56834114
KDELR2	0.67213988
ELAVL1	0.45209047
IGF2R	-0.28916919
TIPARP	0.60176277
CRTAP	0.63281846
GMNN	-0.46161497
CYTH1	0.006268453
PRCP	-0.25772712
SMARCA4	1.3575213
PYGL	1.1951916
RPA2	0.15223417
GTF2E2	-0.0555695
ANXA7	0.66188961
TXNRD1	0.82980436
CRYZ	0.78894621
GAA	0.87248814
SKIV2L	1.1575439
BLMH	0.94825411
RRP1B	-0.23556915
TSPAN3	0.73109871
KEAP1	1.1923666
SMC3	-0.40412843
LBR	0.6151461
PPIE	0.43343574
TERF2IP	0.62196618
BNIP3	1.0717325
BCL2	-0.45170778
RBM6	-0.1189464
CSK	0.37238628
ALDOC	1.6888932
UBE2L6	-0.25219125
PCBD1	1.0961621
ICMT	2.9396658
GNPDA1	-0.55032742
NUCB2	-0.016201392
RSU1	-0.26566535
PTPN12	0.24917582
PCK2	-1.0421988
GFPT1	-0.014547378
BLVRA	1.0586163
S100A13	0.94797909
MYBL2	-0.68532574
STX4	-0.64129907
TMCO1	0.36300439
CCDC85B	0.94521677
DDB2	0.91087353
BAMBI	1.2070558
HADH	-0.57577813
GLRX	0.27704892
MVP	1.7536724
STMN1	1.04913
GALE	0.47839111
PTPRF	-1.4287223
PGM1	1.0444527
LOXL1	-0.56869125
MYO10	1.0923017
LIPA	-0.84054571
PHGDH	1.1599686
ST7	0.71001494
IKBKB	-0.83405793
PCM1	1.0233715
IER3	0.9277606
FAT1	0.26061428
RNMT	0.85795331
EGFR	1.4655262
NET1	0.57865894
DECR1	0.2485629
NPC1	0.14702444
MEST	-1.2354705
PAFAH1B3	1.094674
CALU	0.61032462
LGALS8	0.44321704
LRP10	0.69099051
ATP1B1	0.71315026
OXCT1	0.13424408
SLC25A4	1.1511133
ASCC3	0.79398084
TRAM2	0.34823096
PYCR1	0.36879477
NCOA3	-0.022867978
POLD4	0.32325584
PRKACA	-0.7858423
LYRM1	0.034529082
VDAC1	0.70700324
SORBS3	0.87290865
SPAG4	0.007166207
SLC5A6	0.37161383
RGS2	-1.2353088
SCYL3	0.009636387
TBX2	0.44310951
DNAJA3	-0.48109761
DCUN1D4	-1.0368885
DYRK3	0.14197409
POLG2	0.3046318
TRAPPC3	0.49205667
TCFL5	-0.28666991
RBM34	0.58887661
ITGB1BP1	0.36369219
ACLY	0.28559831
RAD51C	-0.22846363
SMC1A	0.065967888
YME1L1	0.84605324
ACAA1	1.2882073
WFS1	-0.77389163
UBE3B	0.92488492
NPDC1	0.35949647
ALDH7A1	-0.29682124
POLR2I	0.89555794
AKAP8L	0.94025028
PLEKHJ1	0.86075175
HAT1	-0.93470091
G3BP1	0.79326516
TPD52L2	0.41667873
PIH1D1	0.082882546
SHB	-1.2077479
UTP14A	-0.17094661
TSEN2	-0.34931624
LYPLA1	0.1782468
MAP2K5	0.49537662
PUF60	0.66028619
DHRS7	1.5044755
ARID5B	-0.6580627
IGHMBP2	-0.25080597
ADO	1.1774945
TCTN1	-0.41139916
AKR7A2	0.86779666
PPP2R5E	-3.9498618
LAMA3	0.57185823
FEZ2	0.058799729
IKBKAP	1.180925
SGCB	1.7897532
ENOPH1	-0.47046998
CNOT4	0.35201234
JMJD6	0.60935879
SLC35F2	-0.55257088
ANO10	0.29695007
STUB1	0.57526428
BAD	1.2503691
PSMD10	0.79006761
RAB11FIP2	-0.38066196
FPGS	0.75521719
RNH1	0.48157912
ATG3	0.64042974
CFLAR	-0.48606655
HEATR1	0.88604093
WDR7	-0.67380136
AKAP8	0.86030412
SLC1A4	1.549003
GRWD1	0.4833765
STAT1	0.19848058
FOXJ3	0.96363896
MTERFD1	-2.9098647
CHIC2	-0.62144971
USP7	1.6617935
NOSIP	0.90913379
DLD	0.46514377
IDE	-0.19066131
PRPF4	0.90732193
MELK	0.35550582
SMAD3	-0.76696324
OXA1L	0.8348248
SNX7	-0.97943115
CDCA4	-0.21970433
TBC1D9B	0.6742059
NARFL	-1.0168432
DDX42	0.38102067
IKBKE	-0.24748781
WDTC1	0.65096623
PLSCR3	1.0044823
H2AFV	-0.446785
NUSAP1	0.17866406
FAM69A	-4.1308699
XPO7	1.7299638
FAIM	-1.1377542
PXMP2	0.42138618
TIMM17B	-0.058025815
STXBP2	-0.70529485
HPRT1	-0.14167812
RRS1	-0.90895015
ADAT1	-0.98868525
SCAND1	0.83238578
MFSD10	1.1537286
COPS7A	0.67619628
FIS1	-0.40702802
NUDT9	-0.63718897
CSRP1	0.62810498
METRN	1.5373414
TCTA	1.9416597
TLK2	-0.18131453
KIAA1033	0.8223756
DNAJB6	-0.3698644
HMGCS1	0.59619129
SPRED2	-0.70192206
MAP7	-0.34377271
CHAC1	-1.5200671
GNAS	0.49108037
TEX10	-0.76323652
ZNF586	-1.6595693
APBB2	-1.0427338
RNF167	2.358506
TXNDC9	-0.87499774
VGLL4	0.45001233
YTHDF1	0.12218986
LSM5	-2.7904501
ZMYM2	1.0259053
CHMP6	0.38247126
PIGB	0.60211837
CHEK2	0.29735896
ACD	-0.83657086
SUPV3L1	-1.4550204
GPATCH8	1.3945941
ARPP19	0.6075322
RTN2	-0.85640454
NPEPL1	-1.0101459
UBQLN2	-0.442303
DMTF1	0.90653366
CLPX	1.249687
TXNL4B	0.5562675
PRR15L	-0.9825896
ST6GALNAC2	-0.81376666
ADH5	-0.42207032
GOLT1B	-0.053816736
PPOX	-1.0523505
CANT1	0.7749213
HOMER2	-1.385862
CLTB	-0.97272635
PHKA1	0.056534048
MAP4K4	0.2961694
PAN2	0.2759169
PPIC	1.2917354
EIF5	0.23284639
TM9SF3	1.0085945
CCDC86	-3.6589594
SLC25A14	-0.41148067
TBXA2R	-0.73069167
HERPUD1	0.66738641
RPL39L	0.64214277
BPHL	-1.2014141
MAPKAPK3	-0.079362556
MBOAT7	0.047608733
PNKP	0.92298466
SLC35A3	-0.021643102
LSR	0.40418205
KDM5A	0.94666189
FAM63A	0.92119676
RAB4A	0.70738673
IFRD2	0.80928254
BACE2	-0.036184348
LYN	0.40342748
ISOC1	-0.75428784
MOK	-0.93131483
DNAJB2	0.39433533
CERK	-0.26544386
LAP3	-0.65175354
MAPKAPK5	-0.7690779
HDGFRP3	0.67606091
RAB21	-1.1736989
PSIP1	1.2024248
CREB1	-1.0258751
MBNL2	-0.46477419
PACSIN3	0.81868744
MTA1	1.0474255
MACF1	-0.91880375
HIST1H2BK	2.5637496
PCCB	0.69059211
STAP2	-1.2241156
PMM2	-1.5956656
HSD17B11	0.41715977
FBXL12	-1.1591302
WDR61	0.42826387
FAS	-0.21911351
CENPE	0.44702238
CREG1	0.33175904
PRR7	0.83732295
TMEM110	0.31204012
ZNF589	0.034299687
CNDP2	0.40431717
TNIP1	0.83888316
P4HTM	0.081543878
REEP5	0.41444433
BZW2	0.01856046
CGRRF1	0.59211183
AMDHD2	0.61664367
PEX11A	-0.71558267
GFOD1	-1.2912718
PECR	-0.96029186
SOCS2	-1.1218388
ZDHHC6	-0.99322492
ITGAE	-0.53078896
TMEM5	0.20653559
ATP5S	0.51352215
NGRN	-0.44689989
HOXA5	1.322964
GRN	1.4517452
NUP85	0.81384075
GTPBP8	0.83015466
PTK2	-1.1355392
EPN2	-0.9465692
CCDC90A	0.63825536
KIAA0528	1.1044204
MRPS16	0.52118862
NOL3	-0.57026422
NR1H2	0.20659482
PLS1	-0.22381547
DUSP22	-0.0083749
RPS6KA1	1.5232443
DCK	1.8040791
TRIM2	-0.59544837
VPS28	-2.8876951
LRRC16A	-0.22288789
NR2F6	-0.018230796
EXOSC4	0.42539155
PDLIM1	-0.82259029
CRELD2	-2.1560721
RRP12	0.56491303
ACAT2	-1.1072795
THAP11	0.43718925
CEBPD	-0.65311778
MAST2	0.41961783
DHDDS	-0.380279
GADD45B	-0.90161377
KIAA0355	1.2096907
DYNLT3	0.89593112
CHMP4A	0.95343482
IPO13	-0.47461358
ITFG1	-1.7589068
HYOU1	-0.62515032
FOS	-0.82976127
MCOLN1	-0.69461304
ID2	0.070276439
KCNK1	-0.2357344
RAI14	-1.1228557
DNAJC15	-0.87036496
HOXA10	0.54403508
CTNND1	-1.3306377
ZNF131	0.19575185
HOOK2	0.28550905
ERBB2	0.28860828
INTS3	0.85020256
RFNG	-0.28246832
MICALL1	0.33437544
KLHL21	1.0369346
TLE1	0.30700284
COG2	-0.089520276
MRPS2	0.01724571
KCTD5	1.0261428
CNPY3	0.1025173
ADAM10	1.1211057
CD58	0.82259625
KIF5C	0.62607163
HMG20B	1.2984451
PIN1	1.3644762
LAGE3	0.47439611
TNFRSF21	-0.36470222
KIF14	1.4297464
CYB561	1.2017457
HTRA1	-0.82126474
WASF3	-0.25619769
TSPAN6	0.54485214
FBXO21	-0.96618235
PPP2R3C	-0.40623674
GRB10	-1.1569196
ZW10	-0.35389858
CORO1A	-1.0174284
XPNPEP1	0.32304031
MAMLD1	-0.28402147
DSG2	-0.62549144
SLC27A3	-0.68713111
CD97	3.2782712
IL13RA1	-0.60323066
AGL	-0.80892956
GATA3	-0.41783237
RPA3	0.25943378
TES	-1.420404
SPR	-0.33759511
RELB	0.067544825
RPIA	0.042443827
GPR56	0.28687784
NVL	-1.1862016
ME2	1.3726194
WDR67	0.089210063
RFC2	1.0105575
TIMM9	0.11067849
ORC1	-0.11253631
PARP2	0.78873217
FASTKD5	0.15366869
PTPLAD1	-0.818367
MSRA	0.52105975
SYNE2	0.96507084
UBE3C	0.95491725
CCDC92	1.3746593
TIMM22	1.8552413
ATF5	-0.21214873
NSDHL	0.018027894
ADI1	0.29714146
ADCK3	0.72701824
GDPD5	-0.6779356
TARBP1	0.96906042
RBKS	0.051120408
KDM3A	0.52619725
BID	-0.93896079
MTF2	0.27838162
PIK3C2B	-0.80812597
SLC25A46	0.70869672
CDK19	1.5683292
KIAA0753	0.31284758
KAT6B	0.23830524
CHN1	-1.1799898
MAPK13	-0.45557702
UFM1	-0.68027818
IARS2	0.9617117
GATA2	-0.63754767
NRIP1	1.2308939
CCNB2	0.99100685
RNPS1	0.58791173
ARID4B	0.1566416
GSTZ1	1.8067323
SESN1	0.48001736
SPEN	0.36906257
PDHX	-0.49806836
DENND2D	-1.2335072
CTTN	0.98948836
UBR7	0.082970172
CD44	-1.1051834
VAV3	-0.70998043
ABHD6	-0.29608867
CAB39	2.0538566
TIAM1	1.6840738
DNM1L	0.5751785
DERA	-1.4528233
PTPRK	-1.3584688
HERC6	-0.1416605
ACOT9	0.10706374
ST3GAL5	0.051967978
CTNNAL1	-0.1393162
ABHD4	0.087044753
INPP4B	0.93537742
ZMIZ1	-0.069613747
PPARG	0.71417314
RPP38	0.45797238
CAST	-0.74477375
BAG3	1.3140153
GNA11	1.7124354
TOR1A	-1.6250679
SLC25A13	0.35183927
TSPAN4	0.43459201
NR3C1	0.50875896
TRIB3	-1.7381034
PHF15	1.0861518
CXCR4	-0.87028575
FKBP14	0.6205622
CIAPIN1	0.51891887
COG7	-0.89405704
TUBB6	1.9612691
ABL1	0.052842081
CCNF	2.3596063
FAM57A	-1.0266769
EVL	1.5944412
GPER	-0.79670256
EAPP	0.62453485
EXT1	-1.3022904
POLE2	0.16198319
C2CD2	0.099211812
ANKRD10	0.45467889
DDX10	0.20447004
CEP57	-0.52749717
RAB31	-0.58157229
ABCC5	0.74754715
RFC5	-1.1027
HES1	-0.03140863
KLHL9	0.22594988
UBE2J1	-0.74216533
SLC37A4	0.76628828
NPRL2	-2.0181634
PWP1	0.66156828
PLEKHM1	-1.5458729
VAT1	0.6965909
KIF20A	1.1925782
CDH3	-0.33954221
SSBP2	-1.1674618
SNX11	1.9550952
SFN	0.11026227
RFX5	0.78789544
PKIG	0.92139482
FSD1	-2.4023581
ATP6V1D	0.50315756
CDC45	-1.1088651
EDEM1	2.2850401
USP6NL	-0.14342302
NT5DC2	-0.83058286
CCP110	1.3016472
STK10	-0.64875603
UGDH	-0.55735034
SQRDL	0.011136215
HEBP1	-0.40851182
ATP11B	-0.74715692
CD320	0.69482815
MLLT11	1.8501725
CEBPZ	0.82521713
CBR3	1.3776098
